Date / Time	Level (ft)	Velocity (fps)	Flow (gpm)	Temperature (°C)

11/15/2013 10:45 AM	0.86	0.00	0.00	9.4
11/15/2013 11:00 AM	0.86	0.00	0.00	9.4
11/15/2013 11:15 AM	0.87	0.00	0.00	9.4
11/15/2013 11:30 AM	0.87	0.00	0.00	9.3
11/15/2013 11:45 AM	0.87	0.00	0.00	9.2
11/15/2013 12:00 PM	0.87	0.00	0.00	9.2
11/15/2013 12:15 PM	0.88	1.98	958.01	9.2
11/15/2013 12:30 PM	0.87	0.00	0.00	9.2
11/15/2013 12:45 PM	0.93	5.39	2769.57	9.2
11/15/2013 1:00 PM	0.95	6.41	3379.12	9.2
11/15/2013 1:15 PM	0.87	0.00	0.00	9.2
11/15/2013 1:30 PM	0.98	7.98	4392.76	9.2
11/15/2013 1:45 PM	1.01	8.95	5073.75	9.3
11/15/2013 2:00 PM	0.88	2.13	1030.45	9.3
11/15/2013 2:15 PM	1.00	8.53	4765.75	9.3
11/15/2013 2:30 PM	1.01	9.04	5131.40	9.3
11/15/2013 2:45 PM	1.03	9.75	5652.77	9.4
11/15/2013 3:00 PM	1.05	10.41	6166.02	9.4
11/15/2013 3:15 PM	1.04	10.18	5975.20	9.4
11/15/2013 3:30 PM	1.06	10.71	6398.65	9.4
11/15/2013 3:45 PM	1.06	10.87	6519.82	9.5
11/15/2013 4:00 PM	1.09	11.74	7255.02	9.4
11/15/2013 4:15 PM	1.07	11.23	6821.66	9.5
11/15/2013 4:30 PM	1.10	11.86	7363.81	9.6
11/15/2013 4:45 PM	1.08	11.52	7067.30	9.6
11/15/2013 5:00 PM	1.09	11.84	7341.94	9.6
11/15/2013 5:15 PM	1.12	12.59	8011.15	9.6
11/15/2013 5:30 PM	1.12	12.47	7905.49	9.6
11/15/2013 5:45 PM	1.12	12.45	7889.53	9.6
11/15/2013 6:00 PM	1.11	12.26	7714.96	9.7
11/15/2013 6:15 PM	1.14	13.03	8422.40	9.7
11/15/2013 6:30 PM	1.15	13.34	8713.31	9.7
11/15/2013 6:45 PM	1.11	12.38	7822.83	9.7
11/15/2013 7:00 PM	1.17	13.73	9095.02	9.7
11/15/2013 7:15 PM	1.20	14.51	9863.12	9.8
11/15/2013 7:30 PM	1.14	13.13	8507.47	9.8
11/15/2013 7:45 PM	1.22	14.98	10349.97	9.8
11/15/2013 8:00 PM	1.18	14.11	9466.35	9.8
11/15/2013 8:15 PM	1.12	12.60	8019.97	9.9
11/15/2013 8:30 PM	1.08	11.51	7055.40	9.9
11/15/2013 8:45 PM	1.13	12.68	8088.51	9.8
11/15/2013 9:00 PM	1.01	9.25	5254.98	9.9
11/15/2013 9:15 PM	0.91	4.66	2336.43	9.9
11/15/2013 9:30 PM	1.28	16.24	11692.12	9.9
11/15/2013 9:45 PM	1.22	14.96	10324.30	9.9
11/15/2013 10:00 PM	0.86	0.02	9.73	9.9
11/15/2013 10:15 PM	0.86	0.02	8.77	9.9
11/15/2013 10:30 PM	0.86	0.10	47.29	10.0
11/15/2013 10:45 PM	0.86	0.06	29.08	10.0
11/15/2013 11:00 PM	0.86	0.02	9.94	10.0
11/15/2013 11:15 PM	0.86	0.05	21.49	10.0
11/15/2013 11:30 PM	0.86	0.00	0.00	10.0
11/15/2013 11:45 PM	0.86	0.04	18.76	10.0
11/16/2013 12:00 AM	0.86	0.05	24.69	10.0
11/16/2013 12:15 AM	0.86	0.05	23.51	10.0
11/16/2013 12:30 AM	0.86	0.00	0.00	10.0
11/16/2013 12:45 AM	0.86	0.00	0.00	10.0
11/16/2013 1:00 AM	0.86	0.00	0.00	10.1
11/16/2013 1:15 AM	0.86	0.00	0.00	10.0
11/16/2013 1:30 AM	0.86	0.02	9.15	10.0
11/16/2013 1:45 AM	0.86	0.04	18.87	10.0
11/16/2013 2:00 AM	0.86	0.02	10.44	10.1
11/16/2013 2:15 AM	0.86	0.02	10.73	10.0
11/16/2013 2:30 AM	0.86	0.02	9.77	10.0
11/16/2013 2:45 AM	0.86	0.00	0.00	10.0
11/16/2013 3:00 AM	0.86	0.00	0.00	10.1
11/16/2013 3:15 AM	0.86	0.00	0.00	10.0
11/16/2013 3:30 AM	0.86	0.04	19.21	10.0
11/16/2013 3:45 AM	0.86	0.00	0.00	10.0
11/16/2013 4:00 AM	0.86	0.06	30.35	10.1
11/16/2013 4:15 AM	0.86	0.04	20.77	10.0
11/16/2013 4:30 AM	0.86	0.02	10.03	10.0
11/16/2013 4:45 AM	0.86	0.00	0.00	10.0
11/16/2013 5:00 AM	0.86	0.00	0.00	10.0
11/16/2013 5:15 AM	0.86	0.00	0.00	10.0
11/16/2013 5:30 AM	0.86	0.00	0.00	10.0
11/16/2013 5:45 AM	0.86	0.00	0.00	10.0
11/16/2013 6:00 AM	0.86	0.00	0.00	10.1
11/16/2013 6:15 AM	0.86	0.00	0.00	10.0
11/16/2013 6:30 AM	0.85	0.00	0.00	10.0
11/16/2013 6:45 AM	0.85	0.00	0.00	10.0
11/16/2013 7:00 AM	0.85	0.00	0.00	10.0
11/16/2013 7:15 AM	0.85	0.00	0.00	10.0
11/16/2013 7:30 AM	0.85	0.00	0.00	10.0
11/16/2013 7:45 AM	0.85	0.00	0.00	10.0
11/16/2013 8:00 AM	0.85	0.00	0.00	10.0
11/16/2013 8:15 AM	0.85	0.00	0.00	10.0
11/16/2013 8:30 AM	0.85	0.02	9.67	10.0
11/16/2013 8:45 AM	0.85	0.00	0.00	10.1
11/16/2013 9:00 AM	0.85	0.03	11.75	10.0
11/16/2013 9:15 AM	0.85	0.00	0.00	10.1
11/16/2013 9:30 AM	0.85	0.00	0.00	10.0
11/16/2013 9:45 AM	0.85	0.00	0.00	10.1
11/16/2013 10:00 AM	0.85	0.05	21.42	10.1
11/16/2013 10:15 AM	0.85	0.00	0.00	10.1
11/16/2013 10:30 AM	0.85	0.00	0.00	10.1
11/16/2013 10:45 AM	0.85	0.00	0.00	10.1
11/16/2013 11:00 AM	0.85	0.00	0.00	10.1
11/16/2013 11:15 AM	0.85	0.00	0.00	10.1
11/16/2013 11:30 AM	0.85	0.00	0.00	10.1
11/16/2013 11:45 AM	0.85	0.00	0.00	10.1
11/16/2013 12:00 PM	0.85	0.00	0.00	10.1
11/16/2013 12:15 PM	0.85	0.00	0.00	10.1
11/16/2013 12:30 PM	0.85	0.00	0.00	10.1
11/16/2013 12:45 PM	0.85	0.00	0.00	10.2
11/16/2013 1:00 PM	0.85	0.00	0.00	10.1
11/16/2013 1:15 PM	0.85	0.02	9.58	10.1
11/16/2013 1:30 PM	0.85	0.00	0.00	10.1
11/16/2013 1:45 PM	0.85	0.00	0.00	10.2
11/16/2013 2:00 PM	0.85	0.00	0.00	10.2
11/16/2013 2:15 PM	0.85	0.00	0.00	10.2
11/16/2013 2:30 PM	0.85	0.00	0.00	10.2
11/16/2013 2:45 PM	0.85	0.00	0.00	10.2
11/16/2013 3:00 PM	0.85	0.00	0.00	10.2
11/16/2013 3:15 PM	0.85	0.00	0.00	10.2
11/16/2013 3:30 PM	0.85	0.00	0.00	10.3
11/16/2013 3:45 PM	0.85	0.00	0.00	10.3
11/16/2013 4:00 PM	0.85	0.00	0.00	10.3
11/16/2013 4:15 PM	0.85	0.00	0.00	10.3
11/16/2013 4:30 PM	0.85	0.00	0.00	10.3
11/16/2013 4:45 PM	0.85	0.00	0.00	10.4
11/16/2013 5:00 PM	0.85	0.00	0.00	10.3
11/16/2013 5:15 PM	0.85	0.00	0.00	10.3
11/16/2013 5:30 PM	0.85	0.00	0.00	10.4
11/16/2013 5:45 PM	0.85	0.00	0.00	10.4
11/16/2013 6:00 PM	0.85	0.00	0.00	10.4
11/16/2013 6:15 PM	0.85	0.00	0.00	10.4
11/16/2013 6:30 PM	0.85	0.00	0.00	10.4
11/16/2013 6:45 PM	0.85	0.00	0.00	10.5
11/16/2013 7:00 PM	0.85	0.00	0.00	10.4
11/16/2013 7:15 PM	0.85	0.00	0.00	10.5
11/16/2013 7:30 PM	0.85	0.00	0.00	10.5
11/16/2013 7:45 PM	0.85	0.00	0.00	10.5
11/16/2013 8:00 PM	0.86	0.00	0.00	10.5
11/16/2013 8:15 PM	0.87	0.00	0.00	10.6
11/16/2013 8:30 PM	0.90	0.00	0.00	10.6
11/16/2013 8:45 PM	0.89	0.00	0.00	10.6
11/16/2013 9:00 PM	0.90	0.00	0.00	10.6
11/16/2013 9:15 PM	0.90	0.00	0.00	10.6
11/16/2013 9:30 PM	0.91	0.00	0.00	10.6
11/16/2013 9:45 PM	0.91	0.00	0.00	10.6
11/16/2013 10:00 PM	0.91	0.00	0.00	10.7
11/16/2013 10:15 PM	0.90	0.00	0.00	10.6
11/16/2013 10:30 PM	0.90	0.00	0.00	10.7
11/16/2013 10:45 PM	0.90	0.00	0.00	10.7
11/16/2013 11:00 PM	0.89	0.00	0.00	10.7
11/16/2013 11:15 PM	0.89	0.00	0.00	10.7
11/16/2013 11:30 PM	0.89	0.00	0.00	10.7
11/16/2013 11:45 PM	0.88	0.00	0.00	10.7
11/17/2013 12:00 AM	0.88	0.00	0.00	10.8
11/17/2013 12:15 AM	0.88	0.00	0.00	10.8
11/17/2013 12:30 AM	0.88	0.00	0.00	10.8
11/17/2013 12:45 AM	0.88	0.00	0.00	10.8
11/17/2013 1:00 AM	0.88	0.00	0.00	10.8
11/17/2013 1:15 AM	0.88	0.00	0.00	10.8
11/17/2013 1:30 AM	0.87	0.00	0.00	10.8
11/17/2013 1:45 AM	0.87	0.00	0.00	10.8
11/17/2013 2:00 AM	0.87	0.00	0.00	10.9
11/17/2013 2:15 AM	0.87	0.00	0.00	10.9
11/17/2013 2:30 AM	0.87	0.00	0.00	10.9
11/17/2013 2:45 AM	0.87	0.00	0.00	10.9
11/17/2013 3:00 AM	0.87	0.00	0.00	10.9
11/17/2013 3:15 AM	0.87	0.00	0.00	11.0
11/17/2013 3:30 AM	0.87	0.00	0.00	10.9
11/17/2013 3:45 AM	0.87	0.00	0.00	11.0
11/17/2013 4:00 AM	0.87	0.00	0.00	11.0
11/17/2013 4:15 AM	0.87	0.00	0.00	11.0
11/17/2013 4:30 AM	0.87	0.00	0.00	11.0
11/17/2013 4:45 AM	0.87	0.00	0.00	11.0
11/17/2013 5:00 AM	0.87	0.00	0.00	11.0
11/17/2013 5:15 AM	0.87	0.00	0.00	11.1
11/17/2013 5:30 AM	0.87	0.00	0.00	11.1
11/17/2013 5:45 AM	0.87	0.00	0.00	11.1
11/17/2013 6:00 AM	0.87	0.00	0.00	11.1
11/17/2013 6:15 AM	0.87	0.00	0.00	11.1
11/17/2013 6:30 AM	0.87	0.00	0.00	11.1
11/17/2013 6:45 AM	0.88	0.00	0.00	11.1
11/17/2013 7:00 AM	0.87	0.00	0.00	11.1
11/17/2013 7:15 AM	0.87	0.00	0.00	11.1
11/17/2013 7:30 AM	0.88	0.00	0.00	11.1
11/17/2013 7:45 AM	0.88	0.00	0.00	11.2
11/17/2013 8:00 AM	0.88	0.00	0.00	11.2
11/17/2013 8:15 AM	0.87	0.00	0.00	11.2
11/17/2013 8:30 AM	0.87	0.00	0.00	11.2
11/17/2013 8:45 AM	0.87	0.00	0.00	11.2
11/17/2013 9:00 AM	0.87	0.00	0.00	11.2
11/17/2013 9:15 AM	0.87	0.00	0.00	11.2
11/17/2013 9:30 AM	0.87	0.00	0.00	11.2
11/17/2013 9:45 AM	0.87	0.00	0.00	11.2
11/17/2013 10:00 AM	0.86	0.00	0.00	11.2
11/17/2013 10:15 AM	0.86	0.00	0.00	11.2
11/17/2013 10:30 AM	0.86	0.00	0.00	11.3
11/17/2013 10:45 AM	0.86	0.00	0.00	11.3
11/17/2013 11:00 AM	0.86	0.00	0.00	11.3
11/17/2013 11:15 AM	0.86	0.00	0.00	11.3
11/17/2013 11:30 AM	0.86	0.00	0.00	11.3
11/17/2013 11:45 AM	0.86	0.00	0.00	11.4
11/17/2013 12:00 PM	0.86	0.00	0.00	11.4
11/17/2013 12:15 PM	0.86	0.00	0.00	11.4
11/17/2013 12:30 PM	0.85	0.00	0.00	11.4
11/17/2013 12:45 PM	0.85	0.00	0.00	11.4
11/17/2013 1:00 PM	0.85	0.00	0.00	11.4
11/17/2013 1:15 PM	1.14	0.00	0.00	11.4
11/17/2013 1:30 PM	1.41	0.00	0.00	11.5
11/17/2013 1:45 PM	1.39	0.00	0.00	11.4
11/17/2013 2:00 PM	1.21	0.00	0.00	11.5
11/17/2013 2:15 PM	1.13	0.00	0.00	11.5
11/17/2013 2:30 PM	1.06	0.00	0.00	11.5
11/17/2013 2:45 PM	1.05	0.00	0.00	11.5
11/17/2013 3:00 PM	1.04	0.00	0.00	11.6
11/17/2013 3:15 PM	1.05	0.00	0.00	11.6
11/17/2013 3:30 PM	1.05	0.00	0.00	11.6
11/17/2013 3:45 PM	1.04	0.00	0.00	11.6
11/17/2013 4:00 PM	1.03	0.00	0.00	11.7
11/17/2013 4:15 PM	1.01	0.00	0.00	11.7
11/17/2013 4:30 PM	1.00	0.00	0.00	11.7
11/17/2013 4:45 PM	1.00	0.00	0.00	11.8
11/17/2013 5:00 PM	0.99	0.00	0.00	11.8
11/17/2013 5:15 PM	0.99	0.00	0.00	11.8
11/17/2013 5:30 PM	0.99	0.00	0.00	11.8
11/17/2013 5:45 PM	0.99	0.00	0.00	11.8
11/17/2013 6:00 PM	0.98	0.00	0.00	11.9
11/17/2013 6:15 PM	0.98	0.00	0.00	11.9
11/17/2013 6:30 PM	0.98	0.00	0.00	11.9
11/17/2013 6:45 PM	0.98	0.00	0.00	11.9
11/17/2013 7:00 PM	0.97	0.00	0.00	11.9
11/17/2013 7:15 PM	0.97	0.00	0.00	11.8
11/17/2013 7:30 PM	0.97	0.00	0.00	11.8
11/17/2013 7:45 PM	0.97	0.00	0.00	11.8
11/17/2013 8:00 PM	0.97	0.00	0.00	11.8
11/17/2013 8:15 PM	0.97	0.00	0.00	11.7
11/17/2013 8:30 PM	0.97	0.00	0.00	11.7
11/17/2013 8:45 PM	0.97	0.00	0.00	11.8
11/17/2013 9:00 PM	0.97	0.00	0.00	11.7
11/17/2013 9:15 PM	0.97	0.00	0.00	11.7
11/17/2013 9:30 PM	0.97	0.00	0.00	11.7
11/17/2013 9:45 PM	0.96	0.00	0.00	11.7
11/17/2013 10:00 PM	0.96	0.00	0.00	11.6
11/17/2013 10:15 PM	0.96	0.00	0.00	11.6
11/17/2013 10:30 PM	0.96	0.00	0.00	11.6
11/17/2013 10:45 PM	0.96	0.00	0.00	11.6
11/17/2013 11:00 PM	0.96	0.00	0.00	11.6
11/17/2013 11:15 PM	0.95	0.00	0.00	11.5
11/17/2013 11:30 PM	0.95	0.00	0.00	11.5
11/17/2013 11:45 PM	0.94	0.00	0.00	11.5
11/18/2013 12:00 AM	0.94	0.00	0.00	11.5
11/18/2013 12:15 AM	0.94	0.00	0.00	11.4
11/18/2013 12:30 AM	0.94	0.00	0.00	11.4
11/18/2013 12:45 AM	0.93	0.00	0.00	11.4
11/18/2013 1:00 AM	0.93	0.00	0.00	11.4
11/18/2013 1:15 AM	0.93	0.00	0.00	11.4
11/18/2013 1:30 AM	0.93	0.00	0.00	11.4
11/18/2013 1:45 AM	0.93	0.00	0.00	11.4
11/18/2013 2:00 AM	0.92	0.00	0.00	11.3
11/18/2013 2:15 AM	0.92	0.00	0.00	11.3
11/18/2013 2:30 AM	0.92	0.00	0.00	11.3
11/18/2013 2:45 AM	0.92	0.00	0.00	11.2
11/18/2013 3:00 AM	0.92	0.00	0.00	11.2
11/18/2013 3:15 AM	0.91	0.00	0.00	11.2
11/18/2013 3:30 AM	0.91	0.00	0.00	11.2
11/18/2013 3:45 AM	0.91	0.00	0.00	11.2
11/18/2013 4:00 AM	0.91	0.00	0.00	11.2
11/18/2013 4:15 AM	0.91	0.00	0.00	11.2
11/18/2013 4:30 AM	0.91	0.00	0.00	11.1
11/18/2013 4:45 AM	0.90	0.00	0.00	11.1
11/18/2013 5:00 AM	0.90	0.00	0.00	11.1
11/18/2013 5:15 AM	0.90	0.00	0.00	11.1
11/18/2013 5:30 AM	0.90	0.00	0.00	11.1
11/18/2013 5:45 AM	0.90	0.00	0.00	11.1
11/18/2013 6:00 AM	0.89	0.00	0.00	11.1
11/18/2013 6:15 AM	0.89	0.00	0.00	11.1
11/18/2013 6:30 AM	0.89	0.00	0.00	11.0
11/18/2013 6:45 AM	0.89	0.00	0.00	11.0
11/18/2013 7:00 AM	0.89	0.00	0.00	11.0
11/18/2013 7:15 AM	0.89	0.00	0.00	11.0
11/18/2013 7:30 AM	0.89	0.00	0.00	11.0
11/18/2013 7:45 AM	0.89	0.00	0.00	11.0
11/18/2013 8:00 AM	0.89	0.00	0.00	11.0
11/18/2013 8:15 AM	0.89	0.00	0.00	11.0
11/18/2013 8:30 AM	0.89	0.00	0.00	10.9
11/18/2013 8:45 AM	0.89	0.00	0.00	10.9
11/18/2013 9:00 AM	0.89	0.00	0.00	10.9
11/18/2013 9:15 AM	0.89	0.00	0.00	10.9
11/18/2013 9:30 AM	0.89	0.00	0.00	10.9
11/18/2013 9:45 AM	0.89	0.00	0.00	10.9
11/18/2013 10:00 AM	0.88	0.00	0.00	10.8
11/18/2013 10:15 AM	0.88	0.00	0.00	10.8
11/18/2013 10:30 AM	0.88	0.00	0.00	10.9
11/18/2013 10:45 AM	0.88	0.00	0.00	10.9
11/18/2013 11:00 AM	0.88	0.00	0.00	10.8
11/18/2013 11:15 AM	0.88	0.00	0.00	10.8
11/18/2013 11:30 AM	0.88	0.00	0.00	10.8
11/18/2013 11:45 AM	0.88	0.00	0.00	10.8
11/18/2013 12:00 PM	0.88	0.00	0.00	10.8
11/18/2013 12:15 PM	0.88	0.00	0.00	10.8
11/18/2013 12:30 PM	0.87	0.00	0.00	10.8
11/18/2013 12:45 PM	0.87	0.00	0.00	10.7
11/18/2013 1:00 PM	0.87	0.00	0.00	10.8
11/18/2013 1:15 PM	0.87	0.00	0.00	10.8
11/18/2013 1:30 PM	0.87	0.00	0.00	10.8
11/18/2013 1:45 PM	0.87	0.00	0.00	10.8
11/18/2013 2:00 PM	1.23	0.00	0.00	10.8
11/18/2013 2:15 PM	1.24	0.00	0.00	10.8
11/18/2013 2:30 PM	1.23	0.00	0.00	10.7
11/18/2013 2:45 PM	1.26	0.00	0.00	10.8
11/18/2013 3:00 PM	1.29	0.00	0.00	10.8
11/18/2013 3:15 PM	1.29	0.00	0.00	10.8
11/18/2013 3:30 PM	1.28	0.00	0.00	10.8
11/18/2013 3:45 PM	1.27	0.00	0.00	10.8
11/18/2013 4:00 PM	1.26	0.00	0.00	10.8
11/18/2013 4:15 PM	1.26	0.00	0.00	10.8
11/18/2013 4:30 PM	1.25	0.00	0.00	10.8
11/18/2013 4:45 PM	1.24	0.00	0.00	10.8
11/18/2013 5:00 PM	1.23	0.00	0.00	10.8
11/18/2013 5:15 PM	1.22	0.00	0.00	10.8
11/18/2013 5:30 PM	1.22	0.00	0.00	10.8
11/18/2013 5:45 PM	1.22	0.00	0.00	10.7
11/18/2013 6:00 PM	1.21	0.00	0.00	10.7
11/18/2013 6:15 PM	1.21	0.00	0.00	10.8
11/18/2013 6:30 PM	1.20	0.00	0.00	10.7
11/18/2013 6:45 PM	1.20	0.00	0.00	10.7
11/18/2013 7:00 PM	1.19	0.00	0.00	10.7
11/18/2013 7:15 PM	1.19	0.00	0.00	10.7
11/18/2013 7:30 PM	1.19	0.00	0.00	10.7
11/18/2013 7:45 PM	1.18	0.00	0.00	10.6
11/18/2013 8:00 PM	1.18	0.00	0.00	10.6
11/18/2013 8:15 PM	1.17	0.00	0.00	10.6
11/18/2013 8:30 PM	1.17	0.00	0.00	10.5
11/18/2013 8:45 PM	1.17	0.00	0.00	10.5
11/18/2013 9:00 PM	1.16	0.00	0.00	10.5
11/18/2013 9:15 PM	1.16	0.00	0.00	10.5
11/18/2013 9:30 PM	1.15	0.00	0.00	10.5
11/18/2013 9:45 PM	1.15	0.00	0.00	10.4
11/18/2013 10:00 PM	1.15	0.00	0.00	10.4
11/18/2013 10:15 PM	1.15	0.00	0.00	10.4
11/18/2013 10:30 PM	1.14	0.00	0.00	10.3
11/18/2013 10:45 PM	1.14	0.00	0.00	10.3
11/18/2013 11:00 PM	1.14	0.00	0.00	10.2
11/18/2013 11:15 PM	1.14	0.00	0.00	10.1
11/18/2013 11:30 PM	1.13	0.00	0.00	10.2
11/18/2013 11:45 PM	1.13	0.00	0.00	10.1
11/19/2013 12:00 AM	1.13	0.00	0.00	10.1
11/19/2013 12:15 AM	1.12	0.00	0.00	10.0
11/19/2013 12:30 AM	1.12	0.00	0.00	10.0
11/19/2013 12:45 AM	1.12	0.00	0.00	10.0
11/19/2013 1:00 AM	1.12	0.00	0.00	9.9
11/19/2013 1:15 AM	1.11	0.00	0.00	9.9
11/19/2013 1:30 AM	1.11	0.00	0.00	9.9
11/19/2013 1:45 AM	1.11	0.00	0.00	9.8
11/19/2013 2:00 AM	1.11	0.00	0.00	9.8
11/19/2013 2:15 AM	1.10	0.00	0.00	9.8
11/19/2013 2:30 AM	1.10	0.00	0.00	9.8
11/19/2013 2:45 AM	1.10	0.00	0.00	9.7
11/19/2013 3:00 AM	1.10	0.00	0.00	9.7
11/19/2013 3:15 AM	1.09	0.00	0.00	9.6
11/19/2013 3:30 AM	1.09	0.00	0.00	9.6
11/19/2013 3:45 AM	1.09	0.00	0.00	9.5
11/19/2013 4:00 AM	1.09	0.00	0.00	9.5
11/19/2013 4:15 AM	1.08	0.00	0.00	9.5
11/19/2013 4:30 AM	1.08	0.00	0.00	9.4
11/19/2013 4:45 AM	1.08	0.00	0.00	9.4
11/19/2013 5:00 AM	1.08	0.00	0.00	9.4
11/19/2013 5:15 AM	1.07	0.00	0.00	9.4
11/19/2013 5:30 AM	1.07	0.00	0.00	9.4
11/19/2013 5:45 AM	1.07	0.00	0.00	9.3
11/19/2013 6:00 AM	1.07	0.00	0.00	9.3
11/19/2013 6:15 AM	1.06	0.00	0.00	9.2
11/19/2013 6:30 AM	1.06	0.00	0.00	9.2
11/19/2013 6:45 AM	1.06	0.00	0.00	9.2
11/19/2013 7:00 AM	1.06	0.00	0.00	9.1
11/19/2013 7:15 AM	1.06	0.00	0.00	9.1
11/19/2013 7:30 AM	1.05	0.00	0.00	9.1
11/19/2013 7:45 AM	1.05	0.00	0.00	9.0
11/19/2013 8:00 AM	1.05	0.00	0.00	9.0
11/19/2013 8:15 AM	1.05	0.00	0.00	9.0
11/19/2013 8:30 AM	1.05	0.00	0.00	8.9
11/19/2013 8:45 AM	1.04	0.00	0.00	9.0
11/19/2013 9:00 AM	1.04	0.00	0.00	8.9
11/19/2013 9:15 AM	1.04	0.00	0.00	8.9
11/19/2013 9:30 AM	1.04	0.00	0.00	8.9
11/19/2013 9:45 AM	1.04	0.00	0.00	8.9
11/19/2013 10:00 AM	1.04	0.00	0.00	8.8
11/19/2013 10:15 AM	1.04	0.00	0.00	8.8
11/19/2013 10:30 AM	1.04	0.00	0.00	8.8
11/19/2013 10:45 AM	1.04	0.00	0.00	8.7
11/19/2013 11:00 AM	1.04	0.00	0.00	8.8
11/19/2013 11:15 AM	1.04	0.00	0.00	8.8
11/19/2013 11:30 AM	1.04	0.00	0.00	8.7
11/19/2013 11:45 AM	1.04	0.00	0.00	8.7
11/19/2013 12:00 PM	1.04	0.00	0.00	8.7
11/19/2013 12:15 PM	1.04	0.00	0.00	8.7
11/19/2013 12:30 PM	1.04	0.00	0.00	8.7
11/19/2013 12:45 PM	1.04	0.00	0.00	8.7
11/19/2013 1:00 PM	1.03	0.00	0.00	8.7
11/19/2013 1:15 PM	1.03	0.00	0.00	8.8
11/19/2013 1:30 PM	1.02	0.00	0.00	8.8
11/19/2013 1:45 PM	1.02	0.00	0.00	8.8
11/19/2013 2:00 PM	1.02	0.00	0.00	8.8
11/19/2013 2:15 PM	1.02	0.00	0.00	8.8
11/19/2013 2:30 PM	1.01	0.00	0.00	8.9
11/19/2013 2:45 PM	1.01	0.00	0.00	8.9
11/19/2013 3:00 PM	1.01	0.00	0.00	8.9
11/19/2013 3:15 PM	1.01	0.00	0.00	9.0
11/19/2013 3:30 PM	1.01	0.00	0.00	9.0
11/19/2013 3:45 PM	1.01	0.00	0.00	9.1
11/19/2013 4:00 PM	1.00	0.00	0.00	9.1
11/19/2013 4:15 PM	1.00	0.00	0.00	9.1
11/19/2013 4:30 PM	1.00	0.00	0.00	9.2
11/19/2013 4:45 PM	1.00	0.00	0.00	9.2
11/19/2013 5:00 PM	1.00	0.00	0.00	9.3
11/19/2013 5:15 PM	1.00	0.00	0.00	9.3
11/19/2013 5:30 PM	0.99	0.00	0.00	9.4
11/19/2013 5:45 PM	0.99	0.00	0.00	9.4
11/19/2013 6:00 PM	0.99	0.00	0.00	9.4
11/19/2013 6:15 PM	0.99	0.00	0.00	9.4
11/19/2013 6:30 PM	0.99	0.00	0.00	9.4
11/19/2013 6:45 PM	0.99	0.00	0.00	9.5
11/19/2013 7:00 PM	0.98	0.00	0.00	9.5
11/19/2013 7:15 PM	0.98	0.00	0.00	9.5
11/19/2013 7:30 PM	0.98	0.00	0.00	9.5
11/19/2013 7:45 PM	0.98	0.00	0.00	9.5
11/19/2013 8:00 PM	0.98	0.00	0.00	9.5
11/19/2013 8:15 PM	0.98	0.00	0.00	9.5
11/19/2013 8:30 PM	0.97	0.00	0.00	9.5
11/19/2013 8:45 PM	0.97	0.00	0.00	9.6
11/19/2013 9:00 PM	0.97	0.00	0.00	9.6
11/19/2013 9:15 PM	0.97	0.00	0.00	9.6
11/19/2013 9:30 PM	0.97	0.00	0.00	9.6
11/19/2013 9:45 PM	0.97	0.00	0.00	9.6
11/19/2013 10:00 PM	0.97	0.00	0.00	9.6
11/19/2013 10:15 PM	0.96	0.00	0.00	9.6
11/19/2013 10:30 PM	0.96	0.00	0.00	9.6
11/19/2013 10:45 PM	0.96	0.00	0.00	9.5
11/19/2013 11:00 PM	0.96	0.00	0.00	9.6
11/19/2013 11:15 PM	0.96	0.00	0.00	9.5
11/19/2013 11:30 PM	0.96	0.00	0.00	9.6
11/19/2013 11:45 PM	0.95	0.00	0.00	9.5
11/20/2013 12:00 AM	0.95	0.00	0.00	9.5
11/20/2013 12:15 AM	0.95	0.00	0.00	9.5
11/20/2013 12:30 AM	0.95	0.00	0.00	9.5
11/20/2013 12:45 AM	0.95	0.00	0.00	9.5
11/20/2013 1:00 AM	0.95	0.00	0.00	9.4
11/20/2013 1:15 AM	0.95	0.00	0.00	9.4
11/20/2013 1:30 AM	0.95	0.00	0.00	9.4
11/20/2013 1:45 AM	0.95	0.00	0.00	9.4
11/20/2013 2:00 AM	0.94	0.00	0.00	9.4
11/20/2013 2:15 AM	0.94	0.00	0.00	9.4
11/20/2013 2:30 AM	0.94	0.00	0.00	9.4
11/20/2013 2:45 AM	0.94	0.00	0.00	9.4
11/20/2013 3:00 AM	0.94	0.00	0.00	9.4
11/20/2013 3:15 AM	0.94	0.00	0.00	9.3
11/20/2013 3:30 AM	0.94	0.00	0.00	9.3
11/20/2013 3:45 AM	0.94	0.00	0.00	9.3
11/20/2013 4:00 AM	0.93	0.00	0.00	9.3
11/20/2013 4:15 AM	0.93	0.00	0.00	9.3
11/20/2013 4:30 AM	0.93	0.00	0.00	9.3
11/20/2013 4:45 AM	0.93	0.00	0.00	9.2
11/20/2013 5:00 AM	0.93	0.00	0.00	9.3
11/20/2013 5:15 AM	0.93	0.00	0.00	9.2
11/20/2013 5:30 AM	0.93	0.00	0.00	9.2
11/20/2013 5:45 AM	0.93	0.00	0.00	9.2
11/20/2013 6:00 AM	0.93	0.00	0.00	9.2
11/20/2013 6:15 AM	0.93	0.00	0.00	9.2
11/20/2013 6:30 AM	0.93	0.00	0.00	9.2
